2025-06-17 21:01:47
density=1,type_number=20,gamma=1,w_std=5,r_min=0,dist_hyperpara=10,dist_type=geo_new
gamma OFF SAM
1,1.0,0.713
2,1.0,0.827
3,1.0,0.824
4,1.0,0.816
5,1.0,0.819
6,1.0,0.81
7,1.0,0.83
8,1.0,0.847
9,1.0,0.824
10,1.0,0.826
