2025-06-17 21:07:52
density=1,type_number=20,gamma=1,w_std=5,r_min=0,dist_hyperpara=10,dist_type=poisson
gamma OFF SAM
1,1.0,0.643
2,1.0,0.723
3,1.0,0.72
4,1.0,0.714
5,1.0,0.74
6,1.0,0.753
7,1.0,0.738
8,1.0,0.74
9,1.0,0.687
10,1.0,0.741
