2025-06-17 21:04:58
density=1,type_number=20,gamma=1,w_std=5,r_min=0,dist_hyperpara=10,dist_type=uni_fix_b
gamma OFF SAM
1,1.0,0.652
2,1.0,0.715
3,1.0,0.724
4,1.0,0.743
5,1.0,0.748
6,1.0,0.757
7,1.0,0.737
8,1.0,0.762
9,1.0,0.76
10,1.0,0.765
